"Index","Venue.ID","Event.Venue","Event.City","Event.Address","Event.Lon","Event.Lat"
"775",774,20983392,"Eat N Park"," Coraopolis"," 9515 University Blvd",-80.221909,40.502056
"776",775,23682801,"Market District Express","Mcmurray"," 2840 Washington Rd",-80.09745,40.30378
"777",776,23747047,"West Newton Lyons Field","West Newton"," 511 Pittsburgh St West Newton PA 15089",0,0
"778",777,15576512,"Cooper-Siegel Community Library","Pittsburgh"," 403 Fox Chapel Road",-79.87912,40.514935
"779",778,23940269,"Gluten Free Zone","Murrysville"," 4430 William Penn Hwy",-79.67942,40.426567
"780",779,19507552,"Uno Chicago Grill","Homestead"," 205 E Waterfront Dr",-79.914215,40.410877
"781",780,24142718,"Bravo! Cucina Italiana","Pittsburgh"," 211 Summit Park Drive",-80.180611,40.448524
"782",781,737341,"FunFest Entertainment Center","Pittsburgh"," 2525 Freeport Rd",-79.844237,40.534455
"783",782,18684512,"BNY Mellon","Pittsburgh"," 525 William Penn Pl - 11th Floor",-79.997711,40.440193
"784",783,23115352,"Summa","Pittsburgh"," 5933 Baum Blvd",-79.926735,40.460442
"785",784,20791592,"Google Pittsburgh","Pittsburgh"," 6425 Penn Ave",-79.915756,40.45705
"786",785,24099388,"OpenArc","Wexford"," 109 VIP Drive #200",-80.093971,40.618092
"787",786,18765232,"Pittsburgh Bujinkan Dojo","Pittsburgh"," 333 East Carson Street Suite 541B",-79.996834,40.430218
"788",787,23879781,"River Front Park South Side of Pittsburgh 18th Street","Pittsburgh"," End of 18th by river South Side of Pittsburgh ",-79.997467,40.438339
"789",788,19036712,"Panera","Pittsburgh"," 3401 Boulevard of the Allies",-79.958084,40.436432
"790",789,24148171,"Datatel Resources Corporation","Monaca"," 1726 Pennsylvania Ave",-80.271156,40.687164
"791",790,23548667,"The Lake at Bradys Run Park","Monaca"," 526 Bradys Run Road Beaver Falls PA",0,0
"792",791,1259672,"Walkers Mill Trailhead","Rennerdale"," Walkers Mill Road",-80.131401,40.395653
"793",792,1371305,"Montour Trail Mile Zero","Coraopolis"," Great Allegheny Passage",-80.187739,40.458123
"794",793,24040789,"Beaver County Jail","Aliquippa"," 6000 Woodlawn Rd Ste 2",-80.243172,40.644005
"795",794,24076709,"GrapeCity","Pittsburgh"," 201 S Highland Ave",-79.924599,40.458836
"796",795,24064042,"Schell Games","Pittsburgh"," 220 W Station Square Dr # 200",-80.005135,40.4338
"797",796,23583596,"4moms","Pittsburgh"," 912 Fort Duquesne Blvd",-79.998177,40.444901
"798",797,23920977,"Code & Supply at Uptown","Pittsburgh"," 544 Miltenberger St",-79.9814,40.437489
"799",798,24130075,"Looking For Group PGH","Pittsburgh"," 924 Brookline Blvd",-80.018646,40.392372
"800",799,23477578,"The Cloakroom","Pittsburgh"," 5972 Baum Blvd",-79.92588,40.460598
"801",800,23668599,"StartUpTown","Pittsburgh"," 544 Miltenberger St.",-79.9814,40.437489
"802",801,14563582,"Omnyx","Pittsburgh"," 1251 Waterfront Place",-79.992393,40.447727
"803",802,24175524,"UPMC Enterprises","Pittsburgh"," Bakery Square Suite 200 6425 Penn Avenue ",-79.916458,40.45713
"804",803,23585852,"M*Modal","Pittsburgh"," 1723 Murray Ave",-79.922913,40.437744
"805",804,24020323,"Union Pig and Chicken","Pittsburgh"," 220 N Highland Ave",-79.924011,40.4632
"806",805,24178588,"WorkHardPGH","Pittsburgh"," 744 East Warrington Ave",-79.994102,40.421631
"807",806,24142553,"First Insight","Warrendale"," 2000 Ericsson Drive Suite 200",-80.098335,40.659328
"808",807,13063412,"Pugliano's Italian Grill","Pittsburgh"," 1808 Golden Mile Highway",-79.71302,40.447395
"809",808,19365122,"Performance Bicycle","Pittsburgh"," 6401 Penn Ave",-79.917595,40.458889
"810",809,24024618," Pgh Thelema","Millevale"," 507 1/2 Grant Ave",-79.974312,40.480503
"811",810,23551230,"Kickback Pinball Cafe","Pittsburgh"," 4326 Butler St",-79.960182,40.470879
"812",811,12251082,"Allegheny Center Alliance Church","Pittsburgh"," 250 East Ohio Street",-80.003494,40.453106
"813",812,1684381,"Uno Chicago Grill","Homestead"," 205 Waterfront Drive East",-79.914375,40.411304
"814",813,2512221,"Bar Louie","Pittsburgh"," 240 Station Square Drive",-80.005089,40.433796
"815",814,3813472,"Phipps Conservatory","Pittsburgh"," 1 Shenley Park",-79.939697,40.441898
"816",815,24060864,"Hofbrauhaus Pittsburgh","Pittsburgh"," 2705 S Water St",-79.964912,40.428665
"817",816,1051762,"Crazy Mocha Coffee Co","Squirrel Hill"," Corner of Murray Ave and Hobart St",-79.922977,40.433716
"818",817,19023012,"Future Tenant","Pittsburgh"," 819 Penn Ave",-79.881561,40.44268
"819",818,688927,"Rolands Seafood Grill","Pittsburgh"," 1904 Penn Ave",-79.984238,40.450736
"820",819,6534082,"La Casa Narcisi Winery","Gibsonia"," 4578 Gibsonia Rd",-79.89447,40.609432
"821",820,17808052,"Noodlehead","Pittsburgh"," 242 S Highland Ave",-79.925156,40.457733
"822",821,23028852,"Cathedral of Learning (by the 1st floor Elevators)","Pittsburgh"," 4200 Fifth Avenue",-79.952599,40.444649
"823",822,9733902,"Steel Cactus Restaurant & Cantina","Pittsburgh"," 5505 Walnut Street",-79.933571,40.45129
"824",823,15264082,"Meeting area at Schenley Park Oval Shelter","Pittsburgh"," Overlook Dr.",-79.942162,40.43198
"825",824,23964852,"James Street Gastropub & Speakeasy","Pittsburgh"," 422 Foreland St.",-80.001251,40.454563
"826",825,24124887,"Mercurio\'s ","Pittsburgh"," 5523 walnut street ",-79.932846,40.451576
"827",826,23831383,"Saint Agnes Center of Carlow University","Pittsburgh"," 3333 Fifth Avenue Oakland",-79.962051,40.441551
"828",827,23727242,"Our Lady of the Angels Parish","Lawrenceville Pittsburgh"," 225 37th Street",-79.963943,40.465851
"829",828,16628452,"North Park Boathouse","Allison Park"," 10301 Pearce Mill Road",-80.005898,40.605122
"830",829,22685752,"Soergel Orchards","Wexford"," 2573 Brandt School Rd",-80.090485,40.613869
"831",830,23132172,"Skibo Small Gym","Pittsburgh"," 5098 Tech Street",-79.941551,40.441628
"832",831,21497382,"Swisshelm Park Community Center","Pittsburgh"," 1050 Windermere Drive",-79.90132,40.424454
"833",832,23845040,"Saint Nicholas Cathedral","Pittsburgh"," 419 S Dithridge St",-79.950127,40.444675
"834",833,24046972,"16th street bridge parking lot","Pittsburgh"," 885 Progress Street",-79.993027,40.452621
"835",834,10191762,"Squirrel Hill Library ","Pittsburgh"," 5801 Forbes Ave.",-79.922531,40.438118
"836",835,6673642,"Auditorium - Soldiers And Sailors Memorial Hall","Pittsburgh"," 4141 Fifth Ave.",-79.955551,40.443932
"837",836,22331022,"Eat and Park","Pittsburgh"," 849 Freeport Road",-79.891792,40.487
"838",837,23805052,"St. John's Lutheran Church of Highland","Pittsburgh"," 311 Cumberland Rd",-80.033859,40.571995
"839",838,12703662,"Cadillac Ranch","Pittsburgh"," 1060 Settlers Ridge Center Drive",-80.15062,40.442078
"840",839,838852,"Panera Bread - Robinson","Pittsburgh"," 250 McHolme Drive",-80.173676,40.449253
"841",840,725985,"Bahama Breeze","Robinson Township"," Center Ave",-80.090848,40.414105
"842",841,3170301,"Mario's","Pittsburgh"," 5442 Walnut Street",-79.93399,40.45108
"843",842,3811682,"Green Pepper","Pittsburgh"," 2020 Murray Ave",-79.923019,40.434151
"844",843,11282242,"Pittsburgh Zoo & PPG Aquarium","Pittsburgh"," 1 Wild Place",-79.920532,40.483517
"845",844,20293032,"Gateway Clipper Fleet","Pittsburgh"," 350 W Station Square Dr",-80.007401,40.434921
"846",845,5251462,"David Lawrence Convention Center Pittsburgh PA 15222","Pittsburgh"," David Lawrence Convention Center Pittsburgh PA 15222",-79.996216,40.445057
"847",846,23979943,"Homewood Cemetery","Pittsburgh"," 1599 South Dallas St",0,0
"848",847,24029491,"Mullin\'s Diner","Pittsburgh"," 876 Progress St",-79.99366,40.452461
"849",848,24038739,"Double Wide Grill","Pittsburgh"," 2339 E Carson St",-79.971336,40.428242
"850",849,23869891,"Depreciation Lands Museum","Allison Park"," 4743 S Pioneer Rd",-79.948814,40.59502
"851",850,23571659,"St Paul's United Methodist Church","Allison Park"," 1965 Ferguson Rd",-79.989403,40.563572
"852",851,15268032,"Holy Trinity Greek Orthodox Church","Pittsburgh"," Babcock Boulevard and Cumberland Road",-80.016374,40.57202
"853",852,23571645,"shaler public library","Glenshaw"," 1822 Mount Royal Boulevard",-79.964287,40.52829
"854",853,24108125,"The Firepit","Irwin"," 8933 Route 30",-79.691055,40.32016
"855",854,24126127,"Madero Cantina","15668"," 4462 William Penn Hwy",-79.674431,40.426163
"856",855,23794982,"White Rabbit Cafe and Patisserie","Greensburg"," 113 N Main St",-79.544754,40.303875
"857",856,24004423,"J. Corks","Greensburg"," 25 E Pittsburgh St",-79.543488,40.302612
"858",857,23558994,"Tapped Brick Oven & Pour House","Greensburg"," 6044 State Route 30",-79.576874,40.305054
"859",858,24153637,"Cafe Barista","Greensburg"," 7 W Otterman St",-79.544891,40.303452
"860",859,23904208,"Seven Springs","Champion"," 777 Waterwheel Drive",0,0
"861",860,12366372,"Westmoreland Museum of American Art","Greensburg"," 221 North Main Street",-79.54493,40.306046
"862",861,23939260,"Acapulco Mexican Restaurant","Irwin"," 8949 State Route 30",-79.690033,40.319733
"863",862,18864182,"Panera bread water works plaza","Pittsburgh"," 942 freeport rd",-79.89257,40.48912
"864",863,23816800,"Carnegie Library of Pittsburgh - Brookline","Pittsburgh"," 708 Brookline Blvd",-80.021233,40.394665
"865",864,23886672,"Just Ducky Tours","Pittsburgh"," 125 W Station Square Dr",-80.004066,40.433167
"866",865,23953443,"Eat\'n Park","Pittsburgh"," 301 S Hills Village ",-80.053299,40.34198
"867",866,23918732,"Bob's Diner","Pittsburgh"," 1230 Grove Rd",-80.013763,40.366123
"868",867,24098385,"Panera Bread ","Wexford"," 12071 Perry Hwy ",-80.059036,40.632847
"869",868,24036008,"Katie's","McDonald"," 212 North McDonald Street",0,0
"870",869,6769182,"Cruze Bar","Pittsburgh"," 1600 Smallman Street",-79.987617,40.449604
"871",870,10350782,"Rex Theater","Pittsburgh"," 1602 East Carson Street",-79.982414,40.428684
"872",871,23995006,"Robert's","Pittsburgh Mt Lebanon 15228"," 235 Adeline Ave",-80.037315,40.37833
"873",872,18711172,"Starbucks at the Waterfront","West Homestead"," 270 West Bridge Street",-79.918564,40.407581
"874",873,24073797,"Scotts house ","Canonsburg"," 219 Arlington Dr.",-80.150002,40.27
"875",874,24121398,"Bubba s Gourmet Burghers and Beer","Bridgeville"," 3109 Washington Pike ",-80.111488,40.348499
"876",875,24151469,"SMOQ Pitt","Pittsburgh"," 600 Brookline Blvd",-80.02243,40.395237
"877",876,23996667,"Brookline neighborhood","Pittsburgh","15226",-80.015862,40.398571
"878",877,23697967,"Eat'n Park","Bethel Park"," 5220 Library Rd",-80.023544,40.33268
"879",878,987649,"Kennywood Park","West Mifflin"," Kennywood Drive",-79.870812,40.393505
"880",879,24195429,"Eat 'N Park - Whitehall ","Pittsburgh"," 5100 Clairton Blvd. 15236",-79.973587,40.34586
"881",880,23810132,"Chick-Fil-A","Pittsburgh"," 1620 Washington Rd",-80.05072,40.351707
"882",881,23935791,"Dormont Pool","Pittsburgh"," 1801 Dormont Ave",-80.043083,40.396965
"883",882,992314,"Northshore River Front Water Steps","Pittsburgh"," 247 North Shore Drive",-80.011673,40.445869
"884",883,23849046,"Municipal Park in Upper St Clair","Pittsburgh"," 1820 McLaughlin Run Road",-80.076805,40.336601
"885",884,23888770,"The Clubhouse Playground (USC rec center)","Upper St. Clair"," 1551 Mayview Rd.",-80.111885,40.335289
"886",885,23819914,"Black and Gold Playground","South Park"," Corrigan Drive",-80.001671,40.30933
"887",886,296303,"Mt. Lebanon Park","Pittsburgh"," 900 Cedar Blvd",-80.05629,40.375282
"888",887,951390,"Hamilton Park","Castle Shannon"," Terrace Drive",-80.019729,40.362014
"889",888,23491338,"Sunnyhill Unitarian Universalist Church","Mt. Lebanon"," 1240 Washington Rd. ",-80.048958,40.365093
"890",889,23750491,"Harbour Assisted Living of South Hills","Pittsburgh"," 1320 Greentree Rd",-80.056671,40.4039
"891",890,4029452,"South Hills Village Mall ","Bethel Park"," 301 South Hills Village",-80.056847,40.343731
"892",891,680153,"Bethel Park Library","Bethel Park"," 5100 W Library Ave",-80.031073,40.332137
"893",892,674850,"Greentree Library","Pittsburgh"," 10 W Manilla Ave",-80.04676,40.418262
"894",893,770074,"Fern Hollow Nature Center","Sewickley"," 1901 Glen Mitchell Rd",-80.147957,40.546413
"895",894,16818692,"Snapology","Pittsburgh"," 1699 Washington Rd",-80.05175,40.349045
"896",895,1196181,"Round Hill Park","Elizabeth "," 651 Round Hill Road",-79.858582,40.240657
"897",896,24190441,"See Saw Center","Castle Shannon"," 935 Pine Avenue",-80.02253,40.366272
"898",897,24113189,"Crafty Jackalope","Bridgeville"," 608 Washington Avenue",-80.113159,40.357193
"899",898,294173,"Peterswood Park","Venetia"," Meredith Dr",-80.062147,40.278449
"900",899,15695682,"Uptown Coffee","Mount Lebanon"," 723 Washington Road",-80.044815,40.379456
"901",900,23992378,"Chatham University Mellon Board Room","Pittsburgh"," 1 Woodland Road",-79.92543,40.451168
"902",901,948333,"Chatham University Eddy Theater","Pittsburgh"," 102-104 Woodland Rd.",-79.923445,40.447242
"903",902,23580435,"Carnegie Mellon University 4902 Forbes Avenue","Pittsburgh"," Gates Hillman Center Rashid Auditorium (Room 4401)",-79.997467,40.438339
"904",903,24101336,"Internet","Sewickley"," 1 Internet Way",-80.184425,40.536484
"905",904,1483262,"Colonial Grille Restaurant and Taproom","Irwin"," 333 Mian Street",-79.710724,40.332508
"906",905,14944652,"Quaker Steak & Lube Robinson","Pittsburgh"," 110 Andrew Drive",-80.175659,40.450558
"907",906,6046812,"Studio for Creative Inquiry College of Fine Arts","Pittsburgh"," Carnegie Mellon University",-79.943054,40.44313
"908",907,882028,"Carnegie Library Lawrenceville","Pittsburgh"," 279 Fisk Street",-79.959229,40.467636
"909",908,24028206,"Carnegie Library of Pittsburgh - East Liberty","Pittsburgh"," 130 S Whitfield St",-79.926414,40.460835
"910",909,23828949,"Carnegie Library Brookline Branch","Pittsburgh"," 708 Brookline Blvd. ",-80.021423,40.394398
"911",910,23509903,"Los Sabrosos Dance Co","Pittsburgh"," 4909 Penn Ave. ",-79.944786,40.465469
"912",911,24137872,"Jewish Relief Agency","Pittsburgh"," Chabad of Fox Chapel 1343 Old Freeport Rd",-79.873413,40.488895
"913",912,24105281,"Valley View Presbyterian Church","Pittsburgh"," 601 N. Aiken Avenue",-79.932785,40.470978
"914",913,17358422,"Repair The World Workshop","Pittsburgh"," 6022 Broad Street",0,0
"915",914,24146853,"John Hermann Jr. Memorial Art Museum","Bellevue"," 318 Lincoln Avenue",-80.051003,40.493622
"916",915,23953556,"Harris Theater","Pittsburgh"," 809 Liberty Ave",-79.998611,40.442883
"917",916,24013406,"Church of the Redeemer","Pittsburgh"," 5700 Forbes Ave",-79.925186,40.438061
"918",917,24072727,"Stewart Avenue Lutheran Church","Pittsburgh"," 2810 Brownsville Road",-79.977417,40.383015
"919",918,23549156,"Josh and Becky\'s House","Pittsburgh"," 3266 Beechdale St",-79.967606,40.377327
"920",919,23608220,"Repair the World","Pittsburgh"," 6022 Broad St",-79.923538,40.462173
"921",920,2740061,"Riverplex At Sandcastle","Homestead"," 1000 Sandcastle Drive",-79.929787,40.39653
"922",921,23816587,"Hollywood Theater","Dormont (15216)"," 1449 Potomac Avenue",-80.03508,40.396019
"923",922,23639625,"Thunderbird Cafe","Pittsburgh"," 4023 Butler Street Lawrenceville",-79.961594,40.469284
"924",923,1448819,"Mullen's Bar and Grill","Pittsburgh"," North Shore",-80.01327,40.44542
"925",924,23583639,"Andys Wine Bar","Pittsburgh"," 510 Market St",-80.002007,40.441521
"926",925,9522382,"Sharp Edge Bistro","Pittsburgh"," 922 Penn Avenue",-79.997261,40.444038
"927",926,1340242,"Twin Hi-ways Drive In","Robinson Township"," 5588 Steubenville Pike",-80.137285,40.451304
"928",927,7656232,"Cinemark","Pittsburgh"," 2100 Settlers Ridge Center Drive",-80.146538,40.438984
"929",928,687679,"Pittsburgh Zoo","Pittsburgh"," 7340 Butler St",-79.920074,40.487856
"930",929,19012202,"AMC Loews Waterfront 22","Homestead"," 300 W Waterfront Dr",-79.919579,40.406658
"931",930,322450,"South Side Works","Pittsburgh"," 445 S 27th St",-79.965805,40.42825
"932",931,23966026,"Darine Escapes","Pittsburgh"," 5877 Commerce St.",-79.929741,40.459152
"933",932,18340672,"Phoenix 18","Bridgeville"," 1025 Washington Pike ",-80.106682,40.366787
"934",933,1161896,"Destina Theaters","Bridgeville"," Chartiers Valley Shopping Center",-80.110056,40.356181
"935",934,22264822,"Hundred Acres Manor Haunted Attraction","Bethel Park"," 1 Hundred Acres Dr",-80.006821,40.335602
"936",935,870565,"Carmike 10","Pittsburgh"," 700 Fort Couch Road",-80.060246,40.349517
"937",936,736900,"Heinz Field","Pittsburgh"," 100 Art Rooney Ave",-80.013533,40.445308
"938",937,23607152,"Mt Lebanon Pub And Pizza","Mt Lebanon "," 329 Castle Shannon Blvd ",-80.036758,40.376186
"939",938,23787541,"Biddle\'s Escape","Pittsburgh"," 401 Biddle Avenue",-79.892113,40.438137
"940",939,23595691,"La Dorita ","Pittsburgh"," 2312 Main Street - REAR ENTRANCE",0,0
"941",940,24064072,"Schell Games","Pittsburgh"," 220 W Station Square Dr # 200",-80.005135,40.4338
"942",941,23605356,"Lot 17","Pittsburgh"," 4617 Liberty Avenue",-79.950127,40.46257
"943",942,18270062,"61B Cafe","Pittsburgh"," 1108 S Braddock Ave",-79.893822,40.432533
"944",943,18710832,"SouthSide Riverfront Park Entrance","Pittsburgh"," 6 S 18th Street",-79.97449,40.43158
"945",944,24173715,"Koppers Field ","South Fayette"," Presto-Sygan Road",-80.12388,40.367783
"946",945,23626281,"Boyce-Mayview Park (Ardolino\'s Pizza parking lot trailhead)","Bridgeville"," 1141 Boyce Road Pittsburgh PA 15241",0,0
"947",946,24127875,"Next door to Outdoor Classroom","Bridgeville"," 1551 Mayview Road",-80.110336,40.334785
"948",947,18715002,"LunaMetrics","Pittsburgh"," 24 S. 18th Street",-79.980644,40.431194
"949",948,23633677,"Regional Learning Alliance at Cranberry Woods","Cranberry Twp"," 850 Cranberry Woods Drive",-80.088402,40.673447
"950",949,24108636,"4moms","Pittsburgh"," 912 Fort Duquesne Blvd",-79.998177,40.444881
"951",950,5817072,"Bonnie and Clyde's","Wexford"," 12087 Perry Highway ",-80.058952,40.632542
"952",951,14335202,"Allegheny HYP Club","Pittsburgh"," 619 William Penn Place",-79.99633,40.441681
"953",952,11173292,"Double Tree by Hilton Hotel & Suites","Pittsburgh"," 1 Bigelow Square Pittsburgh PA 15219",-79.994278,40.440887
"954",953,23652384,"The Triplex","Pittsburgh"," 7238 Fleury Way",-79.895767,40.4557
"955",954,24140617,"Panera Bread","Pittsburgh"," 250 McHolme Drive",-80.174332,40.449413
"956",955,23653272,"Market District Supermarket","Pittsburgh"," 100 Settlers Ridge Center Dr",-80.151283,40.441742
"957",956,1356492,"Monroeville Library","Monroeville"," 4000 Mosside Gateway Campus Blvd",-79.75453,40.42786
"958",957,24004147,"Panera Bread","Monroeville"," 4172 William Penn Hwy",-79.764633,40.438904
"959",958,14181172,"Squirrel Hill Library Rm. B","Pittsburgh"," 5801 Forbes Avenue Pittsburgh PA 15217 PA",-79.922546,40.438122
"960",959,18908632,"Legume","Pittsburgh"," 214 N Craig Street",-79.950935,40.450214
"961",960,24166969,"Squirrel Hill Carnegie Library Room B","Pittsburgh"," 5801 Forbes Avenue",-79.92263,40.438454
"962",961,24020106,"Croatian Center","Millvale 15209"," 80 Schuetzen Park Road",-79.987,40.501652
"963",962,19873162,"Regent Square Theater","Pittsburgh"," 1035 S Braddock Ave",-79.894615,40.433617
"964",963,24167724,"BNY Mellon","Pittsburgh"," 525 William Penn Place 16th floor Conference Room 3",-79.995888,40.440624
"965",964,24100137,"http://go.cloudera.com/the-future-of-data-warehousing?elq=509ef5488cda4f91a51424f96886490c&elqCampaignId=1001&elqaid=2244&elqat=","Pittsburgh"," Online webinar",-79.995888,40.440624
"966",965,24100160,"http://go.cloudera.com/insider-threats?elq=509ef5488cda4f91a51424f96886490c&elqCampaignId=1001&elqaid=2244&elqat=1&elqTrackId=da","Pittsburgh"," On line Webinar",-79.995888,40.440624
"967",966,24100151,"http://go.cloudera.com/OnePlatformInitiative?elq=509ef5488cda4f91a51424f96886490c&elqCampaignId=1001&elqaid=2244&elqat=1&elqTrac","Pittsburgh"," On Line",-80.000191,40.442135
"968",967,24111986,"Webinar","Pittsburgh"," http://info.atscale.com/webinar-how-yellow-pages-does-bi-on-hadoop?hsCtaTracking=3aa16516-715e-4d05-8332-e730af51774c%7Cf0e9e592",0,0
"969",968,23867962,"Courtyard by Marriott Pittsburgh Shadyside Hotel","Pittsburgh"," 5308 Liberty Ave",-79.939293,40.456093
"970",969,23702087,"Swissvale Fire House ","Pittsburgh"," 7400 Irvine Street Pittsburgh 15218",0,0
"971",970,23987762,"Spiritan","Bethel Park"," 6230 Brushrun Rd",-80.055618,40.294289
"972",971,23784103,"Giant Eagle Market District Wexford","Wexford"," 155 Town Center Dr",-80.053833,40.623138
"973",972,14639642,"Panera Bread","Cranberry Township"," 20111 route 19",-80.101275,40.684382
"974",973,14451612,"Generoasta Coffee","Warrendale"," 901 Warrendale Village Drive",-80.091721,40.655525
"975",974,23727609,"Courtney Medical Group","Mc Murray"," 3075 Washington Rd Ste 207",-80.104385,40.292255
"976",975,22138682,"Burkett Recreation and Sports Complex","Mc Kees Rocks"," 5559 Steubenville Pike",-80.128433,40.451164
"977",976,9005732,"Luke Wholey's Wild Alaskan Grill","Pittsburgh"," 2106 Penn Ave",-79.982841,40.451817
"978",977,348633,"Monterey Bay Fish Grotto","Pittsburgh"," 1411 Grandview Ave",-80.021259,40.439104
"979",978,9909332,"Grand Concourse","Pittsburgh"," 100 West Station Square Drive",-80.0037,40.433197
"980",979,1009923,"Atria's","Wexford"," 12980 Perry Highway",-80.065811,40.640814
"981",980,15828292,"Crate Cook","Pittsburgh"," 1960 Greentree Road",-80.065971,40.393806
"982",981,7370702,"Primanti Bros. - Mt Lebanon","Pittsburgh"," 1539 Washington Road (Corner of Rt 19 and Conner Rd)",-79.995888,40.440624
"983",982,23816662,"Panera Bread- Galleria Mall ","Mount Lebanon "," 1500 Washington Road ",-80.051872,40.357716
"984",983,23768174,"Point State Park","Pittsburgh"," Point State Park Pittsburgh PA 15222",0,0
"985",984,14170592,"Hough's","Pittsburgh"," 563 Greenfield Avenue",-79.940178,40.426186
"986",985,23777050,"Northwood Realty Services","Beaver"," 1071 3rd St",-80.310791,40.692745
"987",986,24008796,"Riverfront Park Rochester PA","Rochester"," Water Street",-80.27977,40.698479
"988",987,23791414,"Nancy's East End Diner ","Pittsburgh"," 616 South Avenue",-79.88649,40.44231
"989",988,17593882,"Blue Line Grille","Pittsburgh"," 1014 5th Ave",-79.990585,40.438812
"990",989,23811729,"Pittsburgh Technology Council","Pittsburgh"," 2000 Technology Dr",-79.970299,40.434158
"991",990,23816056,"Absolute Ballroom Dance Center of Pittsburgh","Pittsburgh"," 6617 Hamilton Ave",-79.909981,40.457626
"992",991,23824880,"WholisticAcupuncture","Fox Chapel"," 1150 Freeport Rd",-79.87941,40.488106
"993",992,23572877,"Biddles Escape","Pittsburgh"," 401 Biddle Av",-79.892113,40.438137
"994",993,5876572,"Arsenal Bowling Lanes","Pittsburgh"," 212 44th Street",-79.959724,40.47121
"995",994,20945062,"Il Tetto: A Rooftop Beer Garden","Pittsburgh"," 942 Penn Ave 3rd Floor",-79.996498,40.444191
"996",995,24005380,"Jergel's Rhythm Grille","Warrendale"," 103 Slade Ln",-80.08242,40.654671
"997",996,8351232,"Rivertowne Pour House","Monroeville"," 312 Center Road",-79.764221,40.446445
"998",997,23845751,"Montour Marina","Coraopolis"," Royal Avenue",-80.14325,40.511669
"999",998,23875882,"Panera Bread","Pittsburgh"," 1500 Washington Rd",-80.050438,40.356956
"1000",999,6271962,"Cathedral of Learning University of Pittsburgh Pittsburgh PA 15213","Pittsburgh"," Cathedral of Learning University of Pittsburgh Pittsburgh PA 15213",-79.95311,40.444244
"1001",1000,23856160,"Sharp Edge Beer Emporium","Pittsburgh"," 302 S Saint Clair St",-79.930611,40.459881
"1002",1001,23856167,"Panera Bread","Pittsburgh"," 136 Bakery Square Blvd",-79.915154,40.456512
"1003",1002,22819422,"Heinz Chapel","Pittsburgh"," 4200 Fifth Ave",-79.952599,40.444649
"1004",1003,22656532,"Perrytowne Draft House","Pittsburgh"," 1002 Perry Hwy",-80.036278,40.539452
"1005",1004,17576652,"Calvary United Methodist Church","Pittsburgh"," 971 Beech Ave",-80.01844,40.45256
"1006",1005,23861546,"twitch.tv/cooler09","Pittsburgh"," twitch.tv/cooler09",-79.997467,40.438339
"1007",1006,23860634,"HackPittsburgh","Pittsburgh"," 1936 5th Ave",-79.97874,40.438244
"1008",1007,4307832,"Children's Museum of Pittsburgh","Pittsburgh"," 10 Childrens Way Allegheny Square North Side",-79.995888,40.440624
"1009",1008,23983741,"North Park in McCandless Township","McCandless Township"," Pearce Mill Rd",-80.019211,40.613041
"1010",1009,24225071,"Conference Room in Alpha Lab Gear","Pittsburgh"," 6024 Broad Street",-79.92347,40.462059
"1011",1010,23860835,"Meet outside Alpha Lab Gear / Thrill Mill / Repair the World","Pittsburgh"," 6024 Broad Street",-79.923996,40.46228
"1012",1011,735248,"The National Aviary","Pittsburgh"," 700 Arch Street",-80.008889,40.452368
"1013",1012,24063307,"Phipps Conservatory","Pittsburgh "," 1 Schneley Drive ",-79.95204,40.43428
"1014",1013,23881432,"Achieva","Pittsburgh"," 711 BINGHAM St",-79.991997,40.429371
"1015",1014,23881429,"Jewish Residential Services","Pittsburgh"," 4905 5th Ave # 3",-79.944008,40.447315
"1016",1015,23997318,"King s Restaurant","Greensburg"," Hempfield Pointe 6297 Route 30",-79.543159,40.29924
"1017",1016,23627993,"The Livermore","Pittsburgh"," 124 South Highland Avenue Shadyside",-79.925323,40.460354
"1018",1017,24092941,"Panera Bread South Park","South Park"," Route 88",-80,40.299999
"1019",1018,17160552,"Panera Bread","Mount Lebanon"," 1500 Washington Road",-80.050377,40.35762
"1020",1019,24106485,"Hoffstots","Oakmont"," 533 Allegheny Ave.",-79.843369,40.518639
"1021",1020,24108943,"Boyce Park","Monroeville"," 595 Beatty Rd ",-79.752609,40.454304
"1022",1021,23993188,"Panera Bread","Oakmont "," 666 Allegheny River Blvd",-79.841774,40.520973
"1023",1022,23971302,"Oaks Theater","Oakmont"," 310 Allegheny River Blvd",-79.842987,40.515743
"1024",1023,24006360,"What's Cookin At Casey's","Oakmont"," 608 Allegheny River Blvd",-79.842506,40.519798
"1025",1024,1126073,"Carnegie Library Allegheny","Pittsburgh"," 1230 Federal Street",-80.006935,40.456447
"1026",1025,21102912,"Alpha Lab Gear","Pittsburgh"," 6024 Broad Street",-79.923996,40.46228
"1027",1026,24057356,"Social","Pittsburgh"," 6425 Penn Ave",-79.9161,40.456566
"1028",1027,23802821,"NoWait","Pittsburgh"," 122 Meyran Ave",-79.95848,40.440636
"1029",1028,16849332,"Google Pittsburgh","Pittsburgh"," 6425 Penn Avenue 5th Floor",-79.916855,40.457188
"1030",1029,23994892,"James Street Gastropub & Speakeasy","Pittsburgh"," 422 Foreland St",-80.001198,40.454208
"1031",1030,24164701,"Bistro to Go ","Pittsburgh"," 415 E Ohio St Suite ",-80.001038,40.453186
